0.82 45.5628 3.27293 2.76953 15.6125 0.587537 -1.0264
0.83 45.7186 3.27883 2.7588 15.5499 0.592322 -1.12022
0.839999 45.8738 3.28478 2.74713 15.4877 0.597069 -1.21369
0.849999 46.0283 3.29078 2.73453 15.426 0.601776 -1.3068
0.859999 46.1823 3.29682 2.721 15.3647 0.606445 -1.39956
0.869999 46.3356 3.3029 2.70654 15.3039 0.611075 -1.49197
0.879999 46.4884 3.30904 2.69116 15.2435 0.615668 -1.58404
0.889999 46.6405 3.31522 2.67486 15.1835 0.620222 -1.67576
0.899999 46.792 3.32144 2.65764 15.124 0.62474 -1.76715
0.909999 46.943 3.32771 2.63952 15.0649 0.62922 -1.85821
0.919999 47.0933 3.33403 2.62048 15.0062 0.633663 -1.94893
0.929999 47.2431 3.34039 2.60054 14.9478 0.63807 -2.03933
0.939999 47.3923 3.34679 2.5797 14.8899 0.642441 -2.1294
0.949999 47.5409 3.35323 2.55795 14.8324 0.646776 -2.21914
0.959999 47.6889 3.35972 2.53531 14.7753 0.651075 -2.30857
0.969999 47.8364 3.36626 2.51178 14.7185 0.655339 -2.39768
0.979999 47.9833 3.37283 2.48736 14.6621 0.659567 -2.48648
0.989999 48.1297 3.37945 2.46205 14.6061 0.66376 -2.57496
0.999999 48.2754 3.38611 2.43586 14.5504 0.667919 -2.66313
1.01 48.4207 3.3928 2.40879 14.4951 0.672042 -2.751
1.02 48.5653 3.39955 2.38084 14.4401 0.676132 -2.83856
1.03 48.7095 3.40633 2.35202 14.3855 0.680187 -2.92582
1.04 48.8531 3.41315 2.32233 14.3312 0.684209 -3.01277
1.05 48.9961 3.42001 2.29177 14.2772 0.688196 -3.09943
1.06 49.1386 3.42691 2.26034 14.2236 0.69215 -3.18579
1.07 49.2806 3.43385 2.22805 14.1702 0.696071 -3.27185
1.08 49.422 3.44083 2.1949 14.1172 0.699959 -3.35762
1.09 49.5629 3.44785 2.1609 14.0645 0.703813 -3.4431
1.1 49.7033 3.45491 2.12604 14.0121 0.707635 -3.52829
1.11 49.8432 3.46201 2.09034 13.96 0.711424 -3.61319
1.12 49.9825 3.46914 2.05378 13.9082 0.71518 -3.69781
1.13 50.1213 3.47631 2.01638 13.8567 0.718904 -3.78214
